publish_time,forward_num,comment_num,like_num
2021/7/19 10:00,7,4,14
2021/7/19 10:01,0,0,0
2021/7/19 10:01,1,0,0
2021/7/19 10:07,1,4,12
2021/7/19 10:07,0,0,1
2021/7/19 10:12,0,0,0
2021/7/19 10:12,0,0,0
2021/7/19 10:14,0,0,0
2021/7/19 10:16,0,0,0
2021/7/19 10:17,0,0,0
2021/7/19 10:19,0,0,0
2021/7/19 10:19,0,0,0
2021/7/19 10:21,1,0,1
2021/7/19 10:21,0,2,1
2021/7/19 10:22,0,0,0
2021/7/19 10:23,0,0,1
2021/7/19 10:23,0,0,0
2021/7/19 10:24,0,0,1
2021/7/19 10:25,0,0,0
2021/7/19 10:25,0,0,0
2021/7/19 10:30,0,0,0
2021/7/19 10:43,2,0,1
2021/7/19 10:43,0,0,0
2021/7/19 10:45,2,2,13
2021/7/19 10:51,0,0,4
2021/7/19 10:51,1,0,1
2021/7/19 10:51,0,0,0
2021/7/19 10:56,0,0,0
2021/7/19 11:00,0,1,4
2021/7/19 11:01,0,1,2
2021/7/19 11:05,0,0,1
2021/7/19 11:11,0,0,1
2021/7/19 11:14,0,2,0
2021/7/19 11:14,0,3,8
2021/7/19 11:28,4,5,25
2021/7/19 11:28,0,0,1
2021/7/19 11:37,2,2,8
2021/7/19 11:46,0,0,0
2021/7/19 11:48,0,0,0
2021/7/19 11:48,51,40,402
2021/7/19 11:50,1,0,0
2021/7/19 11:50,0,0,0
2021/7/19 11:50,0,0,0
2021/7/19 11:54,1,0,0
2021/7/19 11:54,0,0,0
2021/7/19 11:54,1,1,0
2021/7/19 11:55,0,0,0
2021/7/19 11:55,0,0,0
2021/7/19 11:55,22,30,143
2021/7/19 11:55,0,0,0
2021/7/19 11:55,0,0,0
2021/7/19 11:56,4,12,9
2021/7/19 11:58,15,1,4
2021/7/19 11:59,0,0,1
2021/7/19 12:02,0,0,0
2021/7/19 12:05,0,0,0
2021/7/19 12:13,47,49,597
2021/7/19 12:14,0,25,27
2021/7/19 12:18,1,6,4
2021/7/19 12:36,0,0,3
2021/7/19 12:36,1,2,9
2021/7/19 12:39,0,1,21
2021/7/19 12:49,0,0,1
2021/7/19 12:49,19,81,196
2021/7/19 12:50,0,0,0
2021/7/19 13:05,1,0,4
2021/7/19 13:25,1,2,0
2021/7/19 13:25,0,0,0
2021/7/19 13:26,0,1,0
2021/7/19 13:32,1,0,1
2021/7/19 13:33,0,0,0
2021/7/19 13:36,0,0,1
2021/7/19 13:45,8,0,6
2021/7/19 13:52,0,1,0
2021/7/19 14:11,5,25,30
2021/7/19 14:11,3,0,2
2021/7/19 14:17,0,3,4
2021/7/19 14:18,0,0,1
2021/7/19 14:19,0,0,2
2021/7/19 14:22,1,4,3
2021/7/19 14:26,0,0,0
2021/7/19 14:36,0,0,0
2021/7/19 14:42,0,0,0
2021/7/19 14:46,0,0,0
2021/7/19 14:47,0,2,11
2021/7/19 14:47,0,0,1
2021/7/19 14:48,0,0,0
2021/7/19 14:48,0,0,3
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:53,0,0,0
2021/7/19 14:56,0,0,0
2021/7/19 14:56,0,0,0
2021/7/19 14:56,0,1,0
2021/7/19 14:57,0,0,0
2021/7/19 14:58,0,0,2
2021/7/19 14:58,0,0,0
2021/7/19 15:01,0,1,5
2021/7/19 15:03,0,0,1
2021/7/19 15:04,0,1,0
2021/7/19 15:04,0,0,3
2021/7/19 15:07,2,1,5
2021/7/19 15:07,0,0,0
2021/7/19 15:10,1,3,14
2021/7/19 15:12,0,1,0
2021/7/19 15:12,0,2,0
2021/7/19 15:13,1,3,4
2021/7/19 15:13,1,0,2
2021/7/19 15:16,0,0,0
2021/7/19 15:16,0,0,1
2021/7/19 15:17,1,0,0
2021/7/19 15:22,0,0,0
2021/7/19 15:24,0,0,0
2021/7/19 15:24,0,0,0
2021/7/19 15:24,0,0,0
2021/7/19 15:25,0,0,1
2021/7/19 15:29,0,0,1
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:29,0,0,0
2021/7/19 15:30,0,0,0
2021/7/19 15:30,1,0,1
2021/7/19 15:31,21,46,108
2021/7/19 15:31,0,0,0
2021/7/19 15:34,2,1,8
2021/7/19 15:35,0,0,0
2021/7/19 15:35,0,0,0
2021/7/19 15:35,0,0,0
2021/7/19 15:36,0,0,8
2021/7/19 15:37,0,0,0
2021/7/19 15:37,18,20,89
2021/7/19 15:37,0,0,4
2021/7/19 15:37,3,1,14
2021/7/19 15:38,0,0,1
2021/7/19 15:38,0,0,3
2021/7/19 15:40,13,9,37
2021/7/19 15:43,0,0,1
2021/7/19 15:47,0,0,1
2021/7/19 15:49,0,0,0
2021/7/19 15:57,1,4,4
2021/7/19 16:00,0,0,2
2021/7/19 16:02,0,0,1
2021/7/19 16:03,2,2,6
2021/7/19 16:03,0,0,0
2021/7/19 16:07,0,0,0
2021/7/19 16:11,1,0,0
2021/7/19 16:15,0,0,0
2021/7/19 16:17,0,0,0
2021/7/19 16:18,2,2,6
2021/7/19 16:20,0,0,0
2021/7/19 16:21,0,0,0
2021/7/19 16:21,0,0,0
2021/7/19 16:23,0,1,1
2021/7/19 16:25,1,0,4
2021/7/19 16:27,0,0,4
2021/7/19 16:29,0,0,0
2021/7/19 16:30,1,0,0
2021/7/19 16:32,1,0,3
2021/7/19 16:32,1,0,1
2021/7/19 16:35,0,0,1
2021/7/19 16:36,0,0,0
2021/7/19 16:37,0,0,1
2021/7/19 16:39,0,0,0
2021/7/19 16:40,0,0,0
2021/7/19 16:42,3,0,7
2021/7/19 16:42,0,0,0
2021/7/19 16:43,0,0,1
2021/7/19 16:44,0,0,0
2021/7/19 16:46,0,0,0
2021/7/19 16:46,0,0,1
2021/7/19 16:47,0,0,0
2021/7/19 16:49,0,0,1
2021/7/19 16:53,0,0,1
2021/7/19 16:55,0,0,1
2021/7/19 16:56,0,0,1
2021/7/19 16:56,1,0,0
2021/7/19 16:56,0,0,2
2021/7/19 16:56,0,0,0
2021/7/19 16:58,0,0,0
2021/7/19 16:58,5,4,27
2021/7/19 17:00,2,3,5
2021/7/19 17:01,0,0,0
2021/7/19 17:02,0,0,0
2021/7/19 17:02,0,0,1
2021/7/19 17:03,1,0,3
2021/7/19 17:04,0,0,1
2021/7/19 17:04,0,0,0
2021/7/19 17:06,13,21,102
2021/7/19 17:07,2,1,5
2021/7/19 17:07,0,0,1
2021/7/19 17:09,0,0,0
2021/7/19 17:09,62,46,487
2021/7/19 17:09,10,26,77
2021/7/19 17:10,1,2,4
2021/7/19 17:10,0,0,1
2021/7/19 17:16,0,0,1
2021/7/19 17:16,0,0,0
2021/7/19 17:16,0,1,3
2021/7/19 17:17,0,0,0
2021/7/19 17:18,0,0,0
2021/7/19 17:19,6,3,44
2021/7/19 17:21,1,0,1
2021/7/19 17:21,0,0,2
2021/7/19 17:21,0,0,0
2021/7/19 17:21,0,0,1
2021/7/19 17:22,0,2,7
2021/7/19 17:22,1,0,1
2021/7/19 17:24,0,0,1
2021/7/19 17:27,0,2,4
2021/7/19 17:27,2,1,1
2021/7/19 17:36,4,0,7
2021/7/19 17:39,2,2,2
2021/7/19 17:42,0,1,8
2021/7/19 17:44,1,3,4
2021/7/19 17:45,1,0,1
2021/7/19 17:46,0,0,0
2021/7/19 17:46,1,0,1
2021/7/19 17:47,12,12,104
2021/7/19 17:47,1,0,0
2021/7/19 17:49,1,1,3
2021/7/19 17:50,0,0,0
2021/7/19 17:50,0,1,1
2021/7/19 17:50,0,0,0
2021/7/19 17:51,0,1,4
2021/7/19 17:54,0,0,1
2021/7/19 17:55,1,0,1
2021/7/19 17:57,64,82,568
2021/7/19 17:58,0,0,1
2021/7/19 18:00,0,0,0
2021/7/19 18:01,0,0,1
2021/7/19 18:02,1,1,0
2021/7/19 18:02,48,23,64
2021/7/19 18:03,0,0,1
2021/7/19 18:04,1,0,2
2021/7/19 18:05,10,71,185
2021/7/19 18:06,0,0,0
2021/7/19 18:06,0,0,0
2021/7/19 18:07,0,2,1
2021/7/19 18:08,54,133,500
2021/7/19 18:08,72,85,2885
2021/7/19 18:08,4,2,7
2021/7/19 18:08,0,0,0
2021/7/19 18:09,1,0,1
2021/7/19 18:09,76,58,450
2021/7/19 18:10,0,0,0
2021/7/19 18:12,0,0,0
2021/7/19 18:12,0,0,0
2021/7/19 18:14,0,9,1
2021/7/19 18:15,0,0,4
2021/7/19 18:16,5,2,7
2021/7/19 18:16,0,0,0
2021/7/19 18:17,0,0,0
2021/7/19 18:21,2,11,12
2021/7/19 18:22,13,6,5
2021/7/19 18:22,0,0,1
2021/7/19 18:23,0,0,3
2021/7/19 18:24,1,0,2
2021/7/19 18:24,0,3,8
2021/7/19 18:27,3,1,12
2021/7/19 18:29,1,2,12
2021/7/19 18:29,7,5,3
2021/7/19 18:29,0,0,11
2021/7/19 18:30,0,0,0
2021/7/19 18:30,0,0,3
2021/7/19 18:30,0,0,2
2021/7/19 18:31,0,0,3
2021/7/19 18:31,0,0,0
2021/7/19 18:33,0,0,1
2021/7/19 18:34,8,3,13
2021/7/19 18:38,0,0,0
2021/7/19 18:38,5,8,17
2021/7/19 18:41,0,1,1
2021/7/19 18:42,4,2,7
2021/7/19 18:42,29,15,18
2021/7/19 18:43,0,2,3
2021/7/19 18:47,1,0,1
2021/7/19 18:48,0,1,1
2021/7/19 18:53,62,92,339
2021/7/19 18:54,0,4,5
2021/7/19 18:56,0,0,1
2021/7/19 18:58,1,0,1
2021/7/19 19:00,0,0,0
2021/7/19 19:00,4,8,16
2021/7/19 19:02,2,1,2
2021/7/19 19:03,1,4,9
2021/7/19 19:05,0,0,0
2021/7/19 19:05,1,2,2
2021/7/19 19:05,0,0,1
2021/7/19 19:07,0,0,0
2021/7/19 19:09,0,0,1
2021/7/19 19:09,0,0,0
2021/7/19 19:09,0,0,0
2021/7/19 19:10,0,0,0
2021/7/19 19:10,10,21,115
2021/7/19 19:10,1,0,1
2021/7/19 19:10,1,3,4
2021/7/19 19:13,4,0,3
2021/7/19 19:14,0,1,4
2021/7/19 19:15,0,0,0
2021/7/19 19:15,0,1,0
2021/7/19 19:16,0,0,0
2021/7/19 19:17,0,0,0
2021/7/19 19:18,0,0,0
2021/7/19 19:19,0,4,5
2021/7/19 19:20,0,0,0
2021/7/19 19:21,4,10,40
2021/7/19 19:21,0,0,3
2021/7/19 19:22,10,21,215
2021/7/19 19:23,0,0,0
2021/7/19 19:24,0,0,5
2021/7/19 19:29,2,1,25
2021/7/19 19:29,0,0,2
2021/7/19 19:31,1,0,1
2021/7/19 19:34,0,0,3
2021/7/19 19:38,121,73,598
2021/7/19 19:42,0,4,0
2021/7/19 19:42,2,5,5
2021/7/19 19:43,0,0,10
2021/7/19 19:43,0,0,0
2021/7/19 19:44,1,0,0
2021/7/19 19:50,0,1,2
2021/7/19 19:56,0,0,0
2021/7/19 19:56,0,0,0
2021/7/19 19:56,0,0,1
2021/7/19 19:58,0,0,2
2021/7/19 19:59,0,0,0
2021/7/19 20:30,11,38,91
2021/7/19 20:32,12,20,30
2021/7/19 20:34,0,0,1
2021/7/19 20:58,4,14,53
2021/7/19 21:06,0,0,2
2021/7/19 21:07,0,0,1
2021/7/19 21:17,0,0,1
2021/7/19 21:19,0,0,1
2021/7/19 21:26,0,0,0
2021/7/19 21:27,0,0,0
2021/7/19 21:31,3,1,8
2021/7/19 21:48,0,0,0
2021/7/19 22:09,1,0,5
2021/7/19 22:14,0,0,1
2021/7/19 22:17,0,0,0
2021/7/19 22:18,0,0,3
2021/7/19 22:22,0,0,0
2021/7/19 22:29,6,5,4
2021/7/19 22:36,0,0,1
2021/7/19 22:38,0,2,4
2021/7/19 22:59,0,0,0
2021/7/19 23:03,0,1,0
2021/7/19 23:10,0,0,1
2021/7/19 23:10,4,1,10
2021/7/19 23:11,0,0,0
2021/7/19 23:24,0,0,5
2021/7/19 23:25,130,111,1504
2021/7/19 23:26,0,3,3
2021/7/19 23:29,4,7,29
2021/7/19 23:41,0,0,0
2021/7/19 23:42,0,0,0
2021/7/19 23:52,0,0,4
2021/7/19 23:55,0,0,0
2021/7/20 0:01,1,1,12
2021/7/20 0:04,1,0,2
2021/7/20 0:14,0,0,2
2021/7/20 0:15,0,0,1
2021/7/20 0:40,0,0,1
2021/7/20 0:44,36,61,250
2021/7/20 0:54,0,0,1
2021/7/20 0:56,1,4,7
2021/7/20 1:27,0,0,1
2021/7/20 2:57,0,0,1
2021/7/20 3:08,0,0,0
2021/7/20 4:26,0,1,2
2021/7/20 5:17,0,22,9
2021/7/20 5:19,0,9,9
2021/7/20 5:46,0,1,0
2021/7/20 5:51,5,11,9
2021/7/20 6:09,0,0,3
2021/7/20 6:10,0,2,0
2021/7/20 6:22,0,6,0
2021/7/20 6:22,0,0,0
2021/7/20 6:24,0,0,0
2021/7/20 6:38,1,1,3
2021/7/20 6:41,0,0,0
2021/7/20 6:41,0,0,0
2021/7/20 6:43,0,0,2
2021/7/20 6:46,0,1,0
2021/7/20 6:46,1,0,1
2021/7/20 6:46,0,1,2
2021/7/20 6:48,0,0,0
2021/7/20 6:51,0,0,1
2021/7/20 6:55,0,3,6
2021/7/20 6:58,0,0,1
2021/7/20 6:58,0,7,10
2021/7/20 6:59,0,0,7
2021/7/20 7:00,0,0,1
2021/7/20 7:04,0,0,0
2021/7/20 7:04,0,12,2
2021/7/20 7:10,0,0,1
2021/7/20 7:11,0,0,0
2021/7/20 7:11,0,0,0
2021/7/20 7:12,0,0,0
2021/7/20 7:12,0,0,1
2021/7/20 7:14,0,0,0
2021/7/20 7:14,34,9,7
2021/7/20 7:14,0,0,0
2021/7/20 7:15,0,0,0
2021/7/20 7:19,0,0,0
2021/7/20 7:21,0,0,1
2021/7/20 7:22,0,4,6
2021/7/20 7:26,0,0,3
2021/7/20 7:27,0,0,0
2021/7/20 7:27,0,0,1
2021/7/20 7:29,1,1,6
2021/7/20 7:30,1,0,4
2021/7/20 7:30,0,0,1
2021/7/20 7:30,0,0,0
2021/7/20 7:30,0,16,69
2021/7/20 7:32,0,0,7
2021/7/20 7:39,0,0,0
2021/7/20 7:40,0,0,0
2021/7/20 7:41,1,1,1
2021/7/20 7:41,0,0,1
2021/7/20 7:43,0,0,1
2021/7/20 7:44,0,0,2
2021/7/20 7:44,0,0,0
2021/7/20 7:45,1,1,3
2021/7/20 7:46,0,0,5
2021/7/20 7:46,0,1,1
2021/7/20 7:47,0,0,0
2021/7/20 7:47,13,52,110
2021/7/20 7:48,34,100,256
2021/7/20 7:48,0,0,0
2021/7/20 7:49,0,1,4
2021/7/20 7:50,0,0,1
2021/7/20 7:50,1,1,1
2021/7/20 7:51,0,1,3
2021/7/20 7:51,0,0,0
2021/7/20 7:51,2,0,3
2021/7/20 7:53,0,0,2
2021/7/20 7:53,1,5,7
2021/7/20 7:54,0,77,130
2021/7/20 7:56,0,0,2
2021/7/20 7:57,0,1,3
2021/7/20 7:57,0,0,1
2021/7/20 7:58,0,0,1
2021/7/20 7:58,11,0,5
2021/7/20 7:58,0,0,1
2021/7/20 7:59,0,2,0
2021/7/20 7:59,0,1,2
2021/7/20 8:00,0,5,1
2021/7/20 8:01,7,2,22
2021/7/20 8:01,0,1,8
2021/7/20 8:03,0,0,0
2021/7/20 8:03,0,0,0
2021/7/20 8:03,0,0,0
2021/7/20 8:04,0,0,0
2021/7/20 8:04,0,0,0
2021/7/20 8:04,0,0,0
2021/7/20 8:05,0,0,1
2021/7/20 8:05,1,0,1
2021/7/20 8:05,0,0,0
2021/7/20 8:06,0,0,2
2021/7/20 8:06,0,0,0
2021/7/20 8:06,0,0,0
2021/7/20 8:07,1,3,4
2021/7/20 8:08,2,6,11
2021/7/20 8:09,0,0,2
2021/7/20 8:10,1,3,6
2021/7/20 8:11,4,3,6
2021/7/20 8:11,20,3,46
2021/7/20 8:11,2,0,0
2021/7/20 8:12,0,8,9
2021/7/20 8:12,0,0,1
2021/7/20 8:13,0,0,0
2021/7/20 8:13,0,0,2
2021/7/20 8:14,0,0,0
2021/7/20 8:14,0,0,1
2021/7/20 8:16,1,4,3
2021/7/20 8:17,0,0,0
2021/7/20 8:20,0,26,9
2021/7/20 8:21,0,0,0
2021/7/20 8:23,0,0,1
2021/7/20 8:23,0,4,4
2021/7/20 8:24,34,34,322
2021/7/20 8:24,0,0,1
2021/7/20 8:25,0,0,1
2021/7/20 8:25,0,1,0
2021/7/20 8:25,1,3,4
2021/7/20 8:26,0,0,0
2021/7/20 8:26,4,57,24
2021/7/20 8:26,4,3,8
2021/7/20 8:27,0,1,0
2021/7/20 8:27,0,0,1
2021/7/20 8:27,0,0,0
2021/7/20 8:29,0,0,0
2021/7/20 8:29,1,0,10
2021/7/20 8:30,1,14,45
2021/7/20 8:30,0,0,2
2021/7/20 8:30,0,0,0
2021/7/20 8:31,0,1,8
2021/7/20 8:31,0,0,0
2021/7/20 8:32,0,0,1
2021/7/20 8:33,25,12,28
2021/7/20 8:33,2,1,3
2021/7/20 8:34,0,0,1
2021/7/20 8:34,10,0,14
2021/7/20 8:35,0,0,0
2021/7/20 8:35,0,0,3
2021/7/20 8:35,1,0,0
2021/7/20 8:35,1,1,0
2021/7/20 8:36,0,1,1
2021/7/20 8:36,8,9,21
2021/7/20 8:37,0,0,2
2021/7/20 8:38,0,0,0
2021/7/20 8:38,0,0,1
2021/7/20 8:39,0,0,0
2021/7/20 8:39,0,0,1
2021/7/20 8:39,12,0,2
2021/7/20 8:40,1,1,2
2021/7/20 8:40,0,0,5
2021/7/20 8:40,0,0,0
2021/7/20 8:40,1,2,2
2021/7/20 8:41,35,90,800
2021/7/20 8:41,3,1,3
2021/7/20 8:42,0,0,14
2021/7/20 8:42,1,1,1
2021/7/20 8:42,0,0,2
2021/7/20 8:43,105,716,5049
2021/7/20 8:43,0,0,6
2021/7/20 8:43,0,4,0
2021/7/20 8:43,3,2,2
2021/7/20 8:44,1,2,1
2021/7/20 8:45,0,0,2
2021/7/20 8:47,174,113,616
2021/7/20 8:47,0,0,3
2021/7/20 8:48,33,33,99
2021/7/20 8:48,0,0,0
2021/7/20 8:49,4,33,59
2021/7/20 8:49,0,1,3
2021/7/20 8:49,1,0,2
2021/7/20 8:50,0,0,1
2021/7/20 8:50,0,0,1
2021/7/20 8:50,0,0,0
2021/7/20 8:50,0,1,0
2021/7/20 8:51,5,0,0
2021/7/20 8:51,0,0,0
2021/7/20 8:52,5,2,11
2021/7/20 8:52,0,1,1
2021/7/20 8:52,0,0,7
2021/7/20 8:53,1,0,1
2021/7/20 8:53,0,0,0
2021/7/20 8:53,1,1,1
2021/7/20 8:54,0,0,2
2021/7/20 8:54,0,0,0
2021/7/20 8:54,0,10,8
2021/7/20 8:54,9,2,243
2021/7/20 8:55,0,0,0
2021/7/20 8:55,0,0,1
2021/7/20 8:55,44,109,268
2021/7/20 8:56,0,11,7
2021/7/20 8:56,1,0,3
2021/7/20 8:56,0,0,0
2021/7/20 8:57,0,0,0
2021/7/20 8:58,0,2,0
2021/7/20 8:58,0,0,0
2021/7/20 8:58,0,2,0
2021/7/20 8:58,0,0,0
2021/7/20 8:58,0,0,3
2021/7/20 8:59,0,0,1
2021/7/20 8:59,0,0,4
2021/7/20 8:59,1,1,0
2021/7/20 8:59,0,2,1
2021/7/20 8:59,3,18,24
2021/7/20 9:00,2,0,18
2021/7/20 9:00,0,0,0
2021/7/20 9:00,0,0,2
2021/7/20 9:00,1,5,1
2021/7/20 9:00,1,13,1
2021/7/20 9:01,0,0,0
2021/7/20 9:01,0,0,0
2021/7/20 9:02,1,2,13
2021/7/20 9:02,0,0,0
2021/7/20 9:02,0,2,9
2021/7/20 9:02,0,0,1
2021/7/20 9:03,6,17,48
2021/7/20 9:03,0,0,0
2021/7/20 9:04,0,0,1
2021/7/20 9:04,0,0,1
2021/7/20 9:04,3,2,2
2021/7/20 9:05,0,0,2
2021/7/20 9:05,0,1,5
2021/7/20 9:05,0,0,2
2021/7/20 9:05,0,0,1
2021/7/20 9:05,0,0,0
2021/7/20 9:05,0,2,0
2021/7/20 9:06,0,0,3
2021/7/20 9:06,0,0,0
2021/7/20 9:06,0,0,0
2021/7/20 9:07,13,14,30
2021/7/20 9:08,0,0,9
2021/7/20 9:08,0,2,1
2021/7/20 9:08,0,0,2
2021/7/20 9:08,0,0,1
2021/7/20 9:09,1,0,13
2021/7/20 9:09,1,3,12
2021/7/20 9:09,2,0,3
2021/7/20 9:09,0,0,2
2021/7/20 9:09,1,0,2
2021/7/20 9:10,50,80,882
2021/7/20 9:11,21,55,157
2021/7/20 9:11,0,0,2
2021/7/20 9:11,0,0,0
2021/7/20 9:11,0,0,0
2021/7/20 9:11,9,6,12
2021/7/20 9:11,0,0,0
2021/7/20 9:11,2,1,18
2021/7/20 9:11,1,0,2
2021/7/20 9:11,0,0,0
2021/7/20 9:11,3,1,1
2021/7/20 9:12,0,2,4
2021/7/20 9:12,0,0,0
2021/7/20 9:12,0,2,0
2021/7/20 9:12,11,10,28
2021/7/20 9:13,0,0,0
2021/7/20 9:13,0,0,0
2021/7/20 9:13,0,0,0
2021/7/20 9:13,0,0,0
2021/7/20 9:14,1,2,10
2021/7/20 9:14,0,0,0
2021/7/20 9:14,0,0,0
2021/7/20 9:15,0,0,1
2021/7/20 9:15,0,0,0
2021/7/20 9:15,7,4,0
2021/7/20 9:15,0,2,2
2021/7/20 9:15,0,0,8
2021/7/20 9:16,0,0,3
2021/7/20 9:16,2,1,5
2021/7/20 9:17,0,6,2
2021/7/20 9:17,0,0,0
2021/7/20 9:18,0,0,2
2021/7/20 9:18,0,0,1
2021/7/20 9:18,0,0,2
2021/7/20 9:19,0,3,0
2021/7/20 9:19,0,0,2
2021/7/20 9:19,0,0,0
2021/7/20 9:20,0,0,3
2021/7/20 9:20,1,0,0
2021/7/20 9:20,0,0,2
2021/7/20 9:20,0,0,0
2021/7/20 9:20,1,0,4
2021/7/20 9:20,14,30,96
2021/7/20 9:21,0,0,3
2021/7/20 9:21,0,0,0
2021/7/20 9:21,10,17,143
2021/7/20 9:21,0,0,0
2021/7/20 9:21,0,0,0
2021/7/20 9:21,8,6,22
2021/7/20 9:21,1,21,12
2021/7/20 9:21,0,0,3
2021/7/20 9:22,0,0,0
2021/7/20 9:22,0,0,4
2021/7/20 9:22,0,0,1
2021/7/20 9:23,13,13,50
2021/7/20 9:23,0,0,0
2021/7/20 9:23,0,0,1
2021/7/20 9:25,0,1,4
2021/7/20 9:25,0,0,5
2021/7/20 9:25,0,0,2
2021/7/20 9:25,2,0,2
2021/7/20 9:25,0,0,3
2021/7/20 9:25,0,0,8
2021/7/20 9:26,100,13,214
2021/7/20 9:26,0,2,6
2021/7/20 9:26,0,1,1
2021/7/20 9:26,0,0,0
2021/7/20 9:26,3,1,7
2021/7/20 9:27,0,0,0
2021/7/20 9:27,92,42,930
2021/7/20 9:27,0,0,0
2021/7/20 9:28,1,2,3
2021/7/20 9:28,0,2,5
2021/7/20 9:29,2,1,9
2021/7/20 9:29,0,0,0
2021/7/20 9:29,0,0,0
2021/7/20 9:29,0,0,0
2021/7/20 9:29,0,0,3
2021/7/20 9:30,1,6,13
2021/7/20 9:30,4,0,5
2021/7/20 9:31,1,46,169
2021/7/20 9:31,0,0,1
2021/7/20 9:31,0,2,8
2021/7/20 9:32,0,2,0
2021/7/20 9:32,0,0,2
2021/7/20 9:32,3,0,3
2021/7/20 9:32,0,0,0
2021/7/20 9:32,0,1,3
2021/7/20 9:32,1,0,1
2021/7/20 9:32,0,0,0
2021/7/20 9:32,2,0,51
2021/7/20 9:33,1,1,4
2021/7/20 9:33,3,2,3
2021/7/20 9:33,0,1,1
2021/7/20 9:33,1,1,2
2021/7/20 9:34,0,0,0
2021/7/20 9:34,2,3,718
2021/7/20 9:34,3,2,12
2021/7/20 9:35,0,0,0
2021/7/20 9:36,0,0,1
2021/7/20 9:36,0,0,15
2021/7/20 9:36,0,0,1
2021/7/20 9:37,0,0,0
2021/7/20 9:37,0,0,0
