publish_time,sentiment
2021/7/19 11:48,0
2021/7/19 11:48,0
2021/7/19 11:50,0
2021/7/19 11:50,0
2021/7/19 11:50,0
2021/7/19 11:54,0
2021/7/19 11:54,0
2021/7/19 11:54,0
2021/7/19 11:55,0
2021/7/19 11:55,0
2021/7/19 11:55,0
2021/7/19 11:55,0
2021/7/19 11:55,0
2021/7/19 11:56,0
2021/7/19 11:58,1
2021/7/19 11:59,0
2021/7/19 12:02,0
2021/7/19 12:05,0
2021/7/19 12:13,1
2021/7/19 12:14,0
2021/7/19 12:18,0
2021/7/19 12:36,1
2021/7/19 12:36,0
2021/7/19 12:39,1
2021/7/19 12:49,1
2021/7/19 12:49,1
2021/7/19 12:50,0
2021/7/19 13:05,0
2021/7/19 13:25,1
2021/7/19 13:25,0
2021/7/19 13:26,0
2021/7/19 13:32,1
2021/7/19 13:33,0
2021/7/19 13:36,0
2021/7/19 13:45,0
2021/7/19 13:52,0
2021/7/19 14:11,0
2021/7/19 14:11,0
2021/7/19 14:17,1
2021/7/19 14:18,1
2021/7/19 14:19,1
2021/7/19 14:22,0
2021/7/19 14:26,0
2021/7/19 14:36,0
2021/7/19 14:42,0
2021/7/19 14:46,1
2021/7/19 14:47,0
2021/7/19 14:47,0
2021/7/19 14:48,0
2021/7/19 14:48,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:53,0
2021/7/19 14:56,1
2021/7/19 14:56,0
2021/7/19 14:56,0
2021/7/19 14:57,1
2021/7/19 14:58,0
2021/7/19 14:58,0
2021/7/19 15:01,1
2021/7/19 15:03,0
2021/7/19 15:04,0
2021/7/19 15:04,0
2021/7/19 15:07,0
2021/7/19 15:07,0
2021/7/19 15:10,0
2021/7/19 15:12,0
2021/7/19 15:12,0
2021/7/19 15:13,0
2021/7/19 15:13,0
2021/7/19 15:16,0
2021/7/19 15:16,0
2021/7/19 15:17,0
2021/7/19 15:22,0
2021/7/19 15:24,0
2021/7/19 15:24,0
2021/7/19 15:24,0
2021/7/19 15:25,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:29,0
2021/7/19 15:30,1
2021/7/19 15:30,0
2021/7/19 15:31,0
2021/7/19 15:31,0
2021/7/19 15:34,0
2021/7/19 15:35,0
2021/7/19 15:35,0
2021/7/19 15:35,1
2021/7/19 15:36,0
2021/7/19 15:37,0
2021/7/19 15:37,0
2021/7/19 15:37,0
2021/7/19 15:37,0
2021/7/19 15:38,0
2021/7/19 15:38,0
2021/7/19 15:40,0
2021/7/19 15:43,0
2021/7/19 15:47,0
2021/7/19 15:49,0
2021/7/19 15:57,1
2021/7/19 16:00,0
2021/7/19 16:02,1
2021/7/19 16:03,0
2021/7/19 16:03,0
2021/7/19 16:07,0
2021/7/19 16:11,0
2021/7/19 16:15,0
2021/7/19 16:17,0
2021/7/19 16:18,1
2021/7/19 16:20,0
2021/7/19 16:21,0
2021/7/19 16:21,0
2021/7/19 16:23,0
2021/7/19 16:25,0
2021/7/19 16:27,1
2021/7/19 16:29,0
2021/7/19 16:30,0
2021/7/19 16:32,0
2021/7/19 16:32,1
2021/7/19 16:35,0
2021/7/19 16:36,0
2021/7/19 16:37,0
2021/7/19 16:39,0
2021/7/19 16:40,0
2021/7/19 16:42,1
2021/7/19 16:42,1
2021/7/19 16:43,0
2021/7/19 16:44,0
2021/7/19 16:46,1
2021/7/19 16:46,0
2021/7/19 16:47,1
2021/7/19 16:49,1
2021/7/19 16:53,1
2021/7/19 16:55,0
2021/7/19 16:56,0
2021/7/19 16:56,0
2021/7/19 16:56,0
2021/7/19 16:56,0
2021/7/19 16:58,0
2021/7/19 16:58,0
2021/7/19 17:00,0
2021/7/19 17:01,0
2021/7/19 17:02,0
2021/7/19 17:02,0
2021/7/19 17:03,0
2021/7/19 17:04,0
2021/7/19 17:04,1
2021/7/19 17:06,0
2021/7/19 17:07,1
2021/7/19 17:07,0
2021/7/19 17:09,0
2021/7/19 17:09,0
2021/7/19 17:09,0
2021/7/19 17:10,1
2021/7/19 17:10,0
2021/7/19 17:16,1
2021/7/19 17:16,0
2021/7/19 17:16,0
2021/7/19 17:17,0
2021/7/19 17:18,0
2021/7/19 17:19,0
2021/7/19 17:21,0
2021/7/19 17:21,0
2021/7/19 17:21,0
2021/7/19 17:21,0
2021/7/19 17:22,0
2021/7/19 17:22,0
2021/7/19 17:24,0
2021/7/19 17:27,1
2021/7/19 17:27,0
2021/7/19 17:36,0
2021/7/19 17:39,0
2021/7/19 17:42,1
2021/7/19 17:44,0
2021/7/19 17:45,0
2021/7/19 17:46,0
2021/7/19 17:46,0
2021/7/19 17:47,1
2021/7/19 17:47,0
2021/7/19 17:49,0
2021/7/19 17:50,0
2021/7/19 17:50,0
2021/7/19 17:50,0
2021/7/19 17:51,0
2021/7/19 17:54,0
2021/7/19 17:55,1
2021/7/19 17:57,0
2021/7/19 17:58,1
2021/7/19 18:00,0
2021/7/19 18:01,0
2021/7/19 18:02,0
2021/7/19 18:02,0
2021/7/19 18:03,0
2021/7/19 18:04,0
2021/7/19 18:05,0
2021/7/19 18:06,0
2021/7/19 18:06,0
2021/7/19 18:07,0
2021/7/19 18:08,0
2021/7/19 18:08,0
2021/7/19 18:08,0
2021/7/19 18:08,0
2021/7/19 18:09,0
2021/7/19 18:09,0
2021/7/19 18:10,0
2021/7/19 18:12,0
2021/7/19 18:12,0
2021/7/19 18:14,0
2021/7/19 18:15,1
2021/7/19 18:16,0
2021/7/19 18:16,0
2021/7/19 18:17,1
2021/7/19 18:21,0
2021/7/19 18:22,0
2021/7/19 18:22,0
2021/7/19 18:23,0
2021/7/19 18:24,0
2021/7/19 18:24,0
2021/7/19 18:27,0
2021/7/19 18:29,0
2021/7/19 18:29,0
2021/7/19 18:29,0
2021/7/19 18:30,0
2021/7/19 18:30,0
2021/7/19 18:30,0
2021/7/19 18:31,0
2021/7/19 18:31,0
2021/7/19 18:33,0
2021/7/19 18:34,0
2021/7/19 18:38,0
2021/7/19 18:38,0
2021/7/19 18:41,0
2021/7/19 18:42,0
2021/7/19 18:42,0
2021/7/19 18:43,0
2021/7/19 18:47,0
2021/7/19 18:48,1
2021/7/19 18:53,0
2021/7/19 18:54,0
2021/7/19 18:56,0
2021/7/19 18:58,0
2021/7/19 19:00,0
2021/7/19 19:00,0
2021/7/19 19:02,1
2021/7/19 19:03,0
2021/7/19 19:05,0
2021/7/19 19:05,0
2021/7/19 19:05,0
2021/7/19 19:07,0
2021/7/19 19:09,1
2021/7/19 19:09,0
2021/7/19 19:09,0
2021/7/19 19:10,0
2021/7/19 19:10,0
2021/7/19 19:10,0
2021/7/19 19:10,0
2021/7/19 19:13,0
2021/7/19 19:14,0
2021/7/19 19:15,0
2021/7/19 19:15,1
2021/7/19 19:16,1
2021/7/19 19:17,0
2021/7/19 19:18,0
2021/7/19 19:19,1
2021/7/19 19:20,1
2021/7/19 19:21,0
2021/7/19 19:21,0
2021/7/19 19:22,0
2021/7/19 19:23,0
2021/7/19 19:24,0
2021/7/19 19:29,1
2021/7/19 19:29,0
2021/7/19 19:31,1
2021/7/19 19:34,0
2021/7/19 19:38,1
2021/7/19 19:42,0
2021/7/19 19:42,0
2021/7/19 19:43,0
2021/7/19 19:43,0
2021/7/19 19:44,0
2021/7/19 19:50,0
2021/7/19 19:56,1
2021/7/19 19:56,0
2021/7/19 19:56,0
2021/7/19 19:58,0
2021/7/19 19:59,0
2021/7/19 20:30,0
2021/7/19 20:32,0
2021/7/19 20:34,0
2021/7/19 20:58,0
2021/7/19 21:06,0
2021/7/19 21:07,0
2021/7/19 21:17,0
2021/7/19 21:19,0
2021/7/19 21:26,0
2021/7/19 21:27,0
2021/7/19 21:31,1
2021/7/19 21:48,0
2021/7/19 22:09,0
2021/7/19 22:14,1
2021/7/19 22:17,1
2021/7/19 22:18,1
2021/7/19 22:22,0
2021/7/19 22:29,1
2021/7/19 22:36,0
2021/7/19 22:38,0
2021/7/19 22:59,1
2021/7/19 23:03,1
2021/7/19 23:10,1
2021/7/19 23:10,0
2021/7/19 23:11,1
2021/7/19 23:24,0
2021/7/19 23:25,0
2021/7/19 23:26,0
2021/7/19 23:29,1
2021/7/19 23:41,0
2021/7/19 23:42,0
2021/7/19 23:52,0
2021/7/19 23:55,1
2021/7/20 0:01,0
2021/7/20 0:04,0
2021/7/20 0:14,0
2021/7/20 0:15,0
2021/7/20 0:40,0
2021/7/20 0:44,0
2021/7/20 0:54,0
2021/7/20 0:56,0
2021/7/20 1:27,0
2021/7/20 2:57,1
2021/7/20 3:08,0
2021/7/20 4:26,0
2021/7/20 5:17,0
2021/7/20 5:19,0
2021/7/20 5:46,0
2021/7/20 5:51,1
2021/7/20 6:09,0
2021/7/20 6:10,1
2021/7/20 6:22,0
2021/7/20 6:22,0
2021/7/20 6:24,0
2021/7/20 6:38,0
2021/7/20 6:41,0
2021/7/20 6:41,0
2021/7/20 6:43,0
2021/7/20 6:46,0
2021/7/20 6:46,0
2021/7/20 6:46,0
2021/7/20 6:48,0
2021/7/20 6:51,0
2021/7/20 6:55,0
2021/7/20 6:58,0
2021/7/20 6:58,0
2021/7/20 6:59,0
2021/7/20 7:00,0
2021/7/20 7:04,0
2021/7/20 7:04,0
2021/7/20 7:10,0
2021/7/20 7:11,0
2021/7/20 7:11,0
2021/7/20 7:12,0
2021/7/20 7:12,0
2021/7/20 7:14,0
2021/7/20 7:14,0
2021/7/20 7:14,0
2021/7/20 7:15,0
2021/7/20 7:19,0
2021/7/20 7:21,0
2021/7/20 7:22,0
2021/7/20 7:26,1
2021/7/20 7:27,1
2021/7/20 7:27,1
2021/7/20 7:29,1
2021/7/20 7:30,1
2021/7/20 7:30,1
2021/7/20 7:30,0
2021/7/20 7:30,0
2021/7/20 7:32,0
2021/7/20 7:39,1
2021/7/20 7:40,0
2021/7/20 7:41,0
2021/7/20 7:41,0
2021/7/20 7:43,1
2021/7/20 7:44,0
2021/7/20 7:44,0
2021/7/20 7:45,0
2021/7/20 7:46,0
2021/7/20 7:46,1
2021/7/20 7:47,1
2021/7/20 7:47,0
2021/7/20 7:48,1
2021/7/20 7:48,0
2021/7/20 7:49,0
2021/7/20 7:50,1
2021/7/20 7:50,1
2021/7/20 7:51,0
2021/7/20 7:51,1
2021/7/20 7:51,0
2021/7/20 7:53,0
2021/7/20 7:53,1
2021/7/20 7:54,1
2021/7/20 7:56,0
2021/7/20 7:57,0
2021/7/20 7:57,0
2021/7/20 7:58,1
2021/7/20 7:58,0
2021/7/20 7:58,1
2021/7/20 7:59,0
2021/7/20 7:59,1
2021/7/20 8:00,0
2021/7/20 8:01,1
2021/7/20 8:01,0
2021/7/20 8:03,0
2021/7/20 8:03,0
2021/7/20 8:03,0
2021/7/20 8:04,0
2021/7/20 8:04,1
2021/7/20 8:04,0
2021/7/20 8:05,1
2021/7/20 8:05,0
2021/7/20 8:05,0
2021/7/20 8:06,0
2021/7/20 8:06,1
2021/7/20 8:06,0
2021/7/20 8:07,1
2021/7/20 8:08,0
2021/7/20 8:09,0
2021/7/20 8:10,0
2021/7/20 8:11,1
2021/7/20 8:11,1
2021/7/20 8:11,0
2021/7/20 8:12,0
2021/7/20 8:12,0
2021/7/20 8:13,0
2021/7/20 8:13,0
2021/7/20 8:14,0
2021/7/20 8:14,1
2021/7/20 8:16,1
2021/7/20 8:17,0
2021/7/20 8:20,0
2021/7/20 8:21,0
2021/7/20 8:23,1
2021/7/20 8:23,0
2021/7/20 8:24,0
2021/7/20 8:24,0
2021/7/20 8:25,0
2021/7/20 8:25,0
2021/7/20 8:25,1
2021/7/20 8:26,0
2021/7/20 8:26,0
2021/7/20 8:26,0
2021/7/20 8:27,0
2021/7/20 8:27,1
2021/7/20 8:27,0
2021/7/20 8:29,0
2021/7/20 8:29,0
2021/7/20 8:30,0
2021/7/20 8:30,0
2021/7/20 8:30,0
2021/7/20 8:31,0
2021/7/20 8:31,0
2021/7/20 8:32,1
2021/7/20 8:33,0
2021/7/20 8:33,0
2021/7/20 8:34,0
2021/7/20 8:34,0
2021/7/20 8:35,0
2021/7/20 8:35,0
2021/7/20 8:35,0
2021/7/20 8:35,0
2021/7/20 8:36,0
2021/7/20 8:36,0
2021/7/20 8:37,1
2021/7/20 8:38,0
2021/7/20 8:38,0
2021/7/20 8:39,0
2021/7/20 8:39,0
2021/7/20 8:39,0
2021/7/20 8:40,0
2021/7/20 8:40,1
2021/7/20 8:40,0
2021/7/20 8:40,0
2021/7/20 8:41,0
2021/7/20 8:41,0
2021/7/20 8:42,1
2021/7/20 8:42,0
2021/7/20 8:42,1
2021/7/20 8:43,0
2021/7/20 8:43,0
2021/7/20 8:43,0
2021/7/20 8:43,1
2021/7/20 8:44,0
2021/7/20 8:45,1
2021/7/20 8:47,0
2021/7/20 8:47,0
2021/7/20 8:48,0
2021/7/20 8:48,0
2021/7/20 8:49,1
2021/7/20 8:49,0
2021/7/20 8:49,1
2021/7/20 8:50,0
2021/7/20 8:50,0
2021/7/20 8:50,0
2021/7/20 8:50,0
2021/7/20 8:51,1
2021/7/20 8:51,0
2021/7/20 8:52,0
2021/7/20 8:52,1
2021/7/20 8:52,0
2021/7/20 8:53,0
2021/7/20 8:53,0
2021/7/20 8:53,1
2021/7/20 8:54,0
2021/7/20 8:54,1
2021/7/20 8:54,0
2021/7/20 8:54,0
2021/7/20 8:55,0
2021/7/20 8:55,0
2021/7/20 8:55,0
2021/7/20 8:56,1
2021/7/20 8:56,1
2021/7/20 8:56,0
2021/7/20 8:57,1
2021/7/20 8:58,0
2021/7/20 8:58,0
2021/7/20 8:58,0
2021/7/20 8:58,0
2021/7/20 8:58,1
2021/7/20 8:59,0
2021/7/20 8:59,0
2021/7/20 8:59,0
2021/7/20 8:59,0
2021/7/20 8:59,1
2021/7/20 9:00,0
2021/7/20 9:00,0
2021/7/20 9:00,1
2021/7/20 9:00,0
2021/7/20 9:00,0
2021/7/20 9:01,0
2021/7/20 9:01,0
2021/7/20 9:02,1
2021/7/20 9:02,0
2021/7/20 9:02,0
2021/7/20 9:02,1
2021/7/20 9:03,0
2021/7/20 9:03,0
2021/7/20 9:04,0
2021/7/20 9:04,0
2021/7/20 9:04,0
2021/7/20 9:05,0
2021/7/20 9:05,1
2021/7/20 9:05,1
2021/7/20 9:05,0
2021/7/20 9:05,0
2021/7/20 9:05,0
2021/7/20 9:06,0
2021/7/20 9:06,1
2021/7/20 9:06,0
2021/7/20 9:07,0
2021/7/20 9:08,1
2021/7/20 9:08,0
2021/7/20 9:08,0
2021/7/20 9:08,1
2021/7/20 9:09,1
2021/7/20 9:09,0
2021/7/20 9:09,0
2021/7/20 9:09,0
2021/7/20 9:09,1
2021/7/20 9:10,0
2021/7/20 9:11,0
2021/7/20 9:11,1
2021/7/20 9:11,0
2021/7/20 9:11,1
2021/7/20 9:11,1
2021/7/20 9:11,1
2021/7/20 9:11,0
2021/7/20 9:11,0
2021/7/20 9:11,0
2021/7/20 9:11,0
2021/7/20 9:12,0
2021/7/20 9:12,1
2021/7/20 9:12,0
2021/7/20 9:12,0
2021/7/20 9:13,0
2021/7/20 9:13,0
2021/7/20 9:13,0
2021/7/20 9:13,0
2021/7/20 9:14,0
2021/7/20 9:14,0
2021/7/20 9:14,0
2021/7/20 9:15,0
2021/7/20 9:15,0
2021/7/20 9:15,0
2021/7/20 9:15,0
2021/7/20 9:15,0
2021/7/20 9:16,1
2021/7/20 9:16,1
2021/7/20 9:17,0
2021/7/20 9:17,0
2021/7/20 9:18,1
2021/7/20 9:18,1
2021/7/20 9:18,0
2021/7/20 9:19,0
2021/7/20 9:19,0
2021/7/20 9:19,0
2021/7/20 9:20,1
2021/7/20 9:20,0
2021/7/20 9:20,1
2021/7/20 9:20,0
2021/7/20 9:20,0
2021/7/20 9:20,0
2021/7/20 9:21,0
2021/7/20 9:21,0
2021/7/20 9:21,1
2021/7/20 9:21,0
2021/7/20 9:21,0
2021/7/20 9:21,1
2021/7/20 9:21,0
2021/7/20 9:21,1
2021/7/20 9:22,1
2021/7/20 9:22,1
2021/7/20 9:22,1
2021/7/20 9:23,0
2021/7/20 9:23,0
2021/7/20 9:23,0
2021/7/20 9:25,0
2021/7/20 9:25,0
2021/7/20 9:25,0
2021/7/20 9:25,0
2021/7/20 9:25,1
2021/7/20 9:25,0
2021/7/20 9:26,0
2021/7/20 9:26,1
2021/7/20 9:26,0
2021/7/20 9:26,1
2021/7/20 9:26,0
2021/7/20 9:27,0
2021/7/20 9:27,0
2021/7/20 9:27,0
2021/7/20 9:28,1
2021/7/20 9:28,0
2021/7/20 9:29,0
2021/7/20 9:29,0
2021/7/20 9:29,0
2021/7/20 9:29,1
2021/7/20 9:29,1
2021/7/20 9:30,1
2021/7/20 9:30,1
2021/7/20 9:31,0
2021/7/20 9:31,0
2021/7/20 9:31,0
2021/7/20 9:32,0
2021/7/20 9:32,1
2021/7/20 9:32,1
2021/7/20 9:32,0
2021/7/20 9:32,1
2021/7/20 9:32,0
2021/7/20 9:32,0
2021/7/20 9:32,0
2021/7/20 9:33,0
2021/7/20 9:33,0
2021/7/20 9:33,1
2021/7/20 9:33,0
2021/7/20 9:34,1
2021/7/20 9:34,0
2021/7/20 9:34,0
2021/7/20 9:35,0
2021/7/20 9:36,0
2021/7/20 9:36,0
2021/7/20 9:36,0
2021/7/20 9:37,0
2021/7/20 9:37,0
2021/7/20 9:37,0
2021/7/20 9:38,1
2021/7/20 9:38,0
2021/7/20 9:38,1
2021/7/20 9:39,0
2021/7/20 9:39,0
2021/7/20 9:40,0
2021/7/20 9:40,1
2021/7/20 9:40,0
2021/7/20 9:40,0
2021/7/20 9:40,0
2021/7/20 9:40,0
2021/7/20 9:40,0
2021/7/20 9:42,0
2021/7/20 9:42,0
2021/7/20 9:42,1
2021/7/20 9:42,0
2021/7/20 9:43,0
2021/7/20 9:43,0
2021/7/20 9:43,0
2021/7/20 9:44,0
2021/7/20 9:44,0
2021/7/20 9:44,0
2021/7/20 9:44,0
2021/7/20 9:44,0
2021/7/20 9:44,0
2021/7/20 9:44,0
2021/7/20 9:44,0
2021/7/20 9:45,1
2021/7/20 9:45,0
2021/7/20 9:46,0
2021/7/20 9:46,0
2021/7/20 9:46,0
2021/7/20 9:47,0
2021/7/20 9:47,1
2021/7/20 9:48,1
2021/7/20 9:48,0
2021/7/20 9:49,0
2021/7/20 9:50,1
2021/7/20 9:50,0
2021/7/20 9:50,1
2021/7/20 9:51,0
2021/7/20 9:51,1
2021/7/20 9:52,0
2021/7/20 9:52,0
2021/7/20 9:52,0
2021/7/20 9:53,1
2021/7/20 9:54,1
2021/7/20 9:54,0
2021/7/20 9:54,1
2021/7/20 9:54,0
2021/7/20 9:55,0
2021/7/20 9:56,1
2021/7/20 9:56,0
2021/7/20 9:56,0
2021/7/20 9:57,0
2021/7/20 9:58,0
2021/7/20 9:58,0
2021/7/20 9:58,0
2021/7/20 9:58,0
2021/7/20 9:58,0
2021/7/20 9:59,0
2021/7/20 9:59,0
2021/7/20 9:59,0
2021/7/20 9:59,1
2021/7/20 10:41,0
2021/7/20 10:42,0
2021/7/20 10:43,0
2021/7/20 10:43,0
2021/7/20 10:44,1
2021/7/20 10:44,1
2021/7/20 10:45,0
2021/7/20 10:45,0
2021/7/20 10:45,0
2021/7/20 10:46,1
2021/7/20 10:47,0
2021/7/20 10:47,1
2021/7/20 10:48,0
2021/7/20 10:49,0
2021/7/20 10:49,1
2021/7/20 10:49,0
2021/7/20 10:50,1
2021/7/20 10:50,0
2021/7/20 10:51,1
2021/7/20 10:52,0
2021/7/20 10:54,0
2021/7/20 10:55,0
2021/7/20 10:57,0
2021/7/20 10:58,0
2021/7/20 10:58,1
2021/7/20 10:59,1
2021/7/20 11:00,0
2021/7/20 11:00,0
2021/7/20 11:06,0
2021/7/20 11:08,1
2021/7/20 11:09,0
2021/7/20 11:10,1
2021/7/20 11:11,0
2021/7/20 11:12,1
2021/7/20 11:12,1
2021/7/20 11:13,0
2021/7/20 11:13,1
2021/7/20 11:13,1
2021/7/20 11:13,0
2021/7/20 11:13,1
2021/7/20 11:15,1
2021/7/20 11:17,0
2021/7/20 11:19,0
2021/7/20 11:19,0
2021/7/20 11:20,0
2021/7/20 11:21,0
2021/7/20 11:23,0
2021/7/20 11:27,0
2021/7/20 11:28,1
2021/7/20 11:29,0
2021/7/20 11:29,0
2021/7/20 11:30,0
2021/7/20 11:31,1
2021/7/20 11:31,1
2021/7/20 11:32,1
2021/7/20 11:32,0
2021/7/20 11:32,0
2021/7/20 11:35,0
2021/7/20 11:35,0
2021/7/20 11:36,1
2021/7/20 11:36,0
2021/7/20 11:37,1
2021/7/20 11:39,1
2021/7/20 11:39,0
2021/7/20 11:39,0
2021/7/20 11:40,0
2021/7/20 11:40,0
2021/7/20 11:41,0
2021/7/20 11:41,0
2021/7/20 11:44,1
2021/7/20 11:44,0
2021/7/20 11:44,1
2021/7/20 11:45,0
2021/7/20 11:45,1
2021/7/20 11:46,1
2021/7/20 11:47,1
2021/7/20 11:48,1
2021/7/20 11:48,0
2021/7/20 11:49,0
2021/7/20 11:50,0
2021/7/20 11:50,0
2021/7/20 11:51,1
2021/7/20 11:53,1
2021/7/20 11:54,1
2021/7/20 11:54,0
2021/7/20 11:55,0
2021/7/20 11:55,0
2021/7/20 11:55,0
2021/7/20 11:56,1
2021/7/20 11:58,1
2021/7/20 11:59,0
2021/7/20 11:59,0
2021/7/20 11:59,0
2021/7/20 12:00,1
2021/7/20 12:00,0
2021/7/20 12:00,0
2021/7/20 12:01,0
2021/7/20 12:02,1
2021/7/20 12:02,1
2021/7/20 12:03,0
2021/7/20 12:04,1
2021/7/20 12:04,1
2021/7/20 12:04,0
2021/7/20 12:05,0
2021/7/20 12:05,0
2021/7/20 12:07,1
2021/7/20 12:09,0
2021/7/20 12:11,1
2021/7/20 12:11,0
2021/7/20 12:11,0
2021/7/20 12:12,1
2021/7/20 12:12,0
2021/7/20 12:14,0
2021/7/20 12:14,0
2021/7/20 12:14,0
2021/7/20 12:14,0
2021/7/20 12:16,1
2021/7/20 12:17,0
2021/7/20 12:17,0
2021/7/20 12:17,0
2021/7/20 12:17,0
2021/7/20 12:18,0
2021/7/20 12:18,0
2021/7/20 12:19,0
2021/7/20 12:19,0
2021/7/20 12:19,0
2021/7/20 12:19,0
2021/7/20 12:19,0
2021/7/20 12:20,1
2021/7/20 12:22,0
2021/7/20 12:22,0
2021/7/20 12:22,0
2021/7/20 12:22,0
2021/7/20 12:23,0
2021/7/20 12:27,0
2021/7/20 12:28,0
2021/7/20 12:30,0
2021/7/20 12:30,0
2021/7/20 12:31,0
2021/7/20 12:31,0
2021/7/20 12:32,0
2021/7/20 12:33,1
2021/7/20 12:33,0
2021/7/20 12:33,0
2021/7/20 12:33,0
2021/7/20 12:33,1
2021/7/20 12:34,0
2021/7/20 12:35,0
2021/7/20 12:37,1
2021/7/20 12:37,1
2021/7/20 12:38,0
2021/7/20 12:40,1
2021/7/20 12:40,0
2021/7/20 12:40,0
2021/7/20 12:41,0
2021/7/20 12:41,0
2021/7/20 12:41,0
2021/7/20 12:42,1
2021/7/20 12:42,1
2021/7/20 12:43,0
2021/7/20 12:44,0
2021/7/20 12:44,0
2021/7/20 12:44,0
2021/7/20 12:45,0
2021/7/20 12:45,0
2021/7/20 12:45,1
2021/7/20 12:47,0
2021/7/20 12:48,0
2021/7/20 12:48,0
2021/7/20 12:48,0
2021/7/20 12:48,0
2021/7/20 12:48,0
2021/7/20 12:48,0
2021/7/20 12:48,1
2021/7/20 12:49,1
2021/7/20 12:49,0
2021/7/20 12:50,1
2021/7/20 12:50,0
2021/7/20 12:51,0
2021/7/20 12:51,0
2021/7/20 12:51,0
2021/7/20 12:52,0
2021/7/20 12:52,0
2021/7/20 12:52,0
2021/7/20 12:52,1
2021/7/20 12:52,0
2021/7/20 12:53,1
2021/7/20 12:53,0
2021/7/20 12:53,1
